player,round,hole,strokes,par,yds,score
"Anthony, ARNAUD",3,11,4,4,178,0
"Anthony, ARNAUD",3,12,5,5,216,0
"Anthony, ARNAUD",3,13,5,4,273,1
"Anthony, ARNAUD",3,14,5,4,193,1
"Anthony, ARNAUD",3,15,4,4,181,0
"Anthony, ARNAUD",3,16,4,4,165,0
"Anthony, ARNAUD",3,17,4,4,175,0
"Anthony, ARNAUD",3,18,2,3,64,-1
"TRAVAILLEUR, Bruno",3,1,4,5,153,-1
"TRAVAILLEUR, Bruno",3,2,3,4,164,-1
"TRAVAILLEUR, Bruno",3,3,4,4,202,0
"TRAVAILLEUR, Bruno",3,4,3,4,174,-1
"TRAVAILLEUR, Bruno",3,5,3,3,99,0
"TRAVAILLEUR, Bruno",3,6,4,4,137,0
"TRAVAILLEUR, Bruno",3,7,4,3,89,1
"TRAVAILLEUR, Bruno",3,8,3,3,76,0
"TRAVAILLEUR, Bruno",3,9,4,5,167,-1
"TRAVAILLEUR, Bruno",3,10,4,4,198,0
"TRAVAILLEUR, Bruno",3,11,3,4,178,-1
"TRAVAILLEUR, Bruno",3,12,4,5,216,-1
"TRAVAILLEUR, Bruno",3,13,3,4,273,-1
"TRAVAILLEUR, Bruno",3,14,3,4,193,-1
"TRAVAILLEUR, Bruno",3,15,3,4,181,-1
"TRAVAILLEUR, Bruno",3,16,4,4,165,0
"TRAVAILLEUR, Bruno",3,17,4,4,175,0
"TRAVAILLEUR, Bruno",3,18,2,3,64,-1
"Morgan, Matthew",3,1,6,5,153,1
"Morgan, Matthew",3,2,3,4,164,-1
"Morgan, Matthew",3,3,4,4,202,0
"Morgan, Matthew",3,4,5,4,174,1
"Morgan, Matthew",3,5,4,3,99,1
"Morgan, Matthew",3,6,4,4,137,0
"Morgan, Matthew",3,7,5,3,89,2
"Morgan, Matthew",3,8,2,3,76,-1
"Morgan, Matthew",3,9,5,5,167,0
"Morgan, Matthew",3,10,5,4,198,1
"Morgan, Matthew",3,11,3,4,178,-1
"Morgan, Matthew",3,12,5,5,216,0
"Morgan, Matthew",3,13,3,4,273,-1
"Morgan, Matthew",3,14,4,4,193,0
"Morgan, Matthew",3,15,3,4,181,-1
"Morgan, Matthew",3,16,3,4,165,-1
"Morgan, Matthew",3,17,5,4,175,1
"Morgan, Matthew",3,18,3,3,64,0
"Damien, CYTWINSKI",3,1,5,5,153,0
"Damien, CYTWINSKI",3,2,3,4,164,-1
"Damien, CYTWINSKI",3,3,4,4,202,0
"Damien, CYTWINSKI",3,4,4,4,174,0
"Damien, CYTWINSKI",3,5,3,3,99,0
"Damien, CYTWINSKI",3,6,3,4,137,-1
"Damien, CYTWINSKI",3,7,4,3,89,1
"Damien, CYTWINSKI",3,8,3,3,76,0
"Damien, CYTWINSKI",3,9,4,5,167,-1
"Damien, CYTWINSKI",3,10,4,4,198,0
"Damien, CYTWINSKI",3,11,3,4,178,-1
"Damien, CYTWINSKI",3,12,6,5,216,1
"Damien, CYTWINSKI",3,13,3,4,273,-1
"Damien, CYTWINSKI",3,14,3,4,193,-1
"Damien, CYTWINSKI",3,15,4,4,181,0
"Damien, CYTWINSKI",3,16,4,4,165,0
"Damien, CYTWINSKI",3,17,4,4,175,0
"Damien, CYTWINSKI",3,18,4,3,64,1
"Frederic, CREVON",3,1,5,5,153,0
"Frederic, CREVON",3,2,3,4,164,-1
"Frederic, CREVON",3,3,4,4,202,0
"Frederic, CREVON",3,4,5,4,174,1
"Frederic, CREVON",3,5,3,3,99,0
"Frederic, CREVON",3,6,3,4,137,-1
"Frederic, CREVON",3,7,3,3,89,0
"Frederic, CREVON",3,8,2,3,76,-1
"Frederic, CREVON",3,9,4,5,167,-1
"Frederic, CREVON",3,10,4,4,198,0
"Frederic, CREVON",3,11,3,4,178,-1
"Frederic, CREVON",3,12,7,5,216,2
"Frederic, CREVON",3,13,3,4,273,-1
"Frederic, CREVON",3,14,5,4,193,1
"Frederic, CREVON",3,15,4,4,181,0
"Frederic, CREVON",3,16,4,4,165,0
"Frederic, CREVON",3,17,3,4,175,-1
"Frederic, CREVON",3,18,3,3,64,0
"van den Broek, Wesley",3,1,6,5,153,1
"van den Broek, Wesley",3,2,4,4,164,0
"van den Broek, Wesley",3,3,3,4,202,-1
"van den Broek, Wesley",3,4,6,4,174,2
"van den Broek, Wesley",3,5,2,3,99,-1
"van den Broek, Wesley",3,6,3,4,137,-1
"van den Broek, Wesley",3,7,2,3,89,-1
"van den Broek, Wesley",3,8,3,3,76,0
"van den Broek, Wesley",3,9,5,5,167,0
"van den Broek, Wesley",3,10,5,4,198,1
"van den Broek, Wesley",3,11,3,4,178,-1
"van den Broek, Wesley",3,12,5,5,216,0
"van den Broek, Wesley",3,13,3,4,273,-1
"van den Broek, Wesley",3,14,4,4,193,0
"van den Broek, Wesley",3,15,5,4,181,1
"van den Broek, Wesley",3,16,3,4,165,-1
"van den Broek, Wesley",3,17,4,4,175,0
"van den Broek, Wesley",3,18,5,3,64,2
"Kuipers, Jim",3,1,5,5,153,0
"Kuipers, Jim",3,2,3,4,164,-1
"Kuipers, Jim",3,3,7,4,202,3
"Kuipers, Jim",3,4,4,4,174,0
"Kuipers, Jim",3,5,3,3,99,0
"Kuipers, Jim",3,6,4,4,137,0
"Kuipers, Jim",3,7,3,3,89,0
"Kuipers, Jim",3,8,2,3,76,-1
"Kuipers, Jim",3,9,5,5,167,0
"Kuipers, Jim",3,10,3,4,198,-1
"Kuipers, Jim",3,11,3,4,178,-1
"Kuipers, Jim",3,12,5,5,216,0
"Kuipers, Jim",3,13,3,4,273,-1
"Kuipers, Jim",3,14,3,4,193,-1
"Kuipers, Jim",3,15,5,4,181,1
"Kuipers, Jim",3,16,4,4,165,0
"Kuipers, Jim",3,17,3,4,175,-1
"Kuipers, Jim",3,18,3,3,64,0
"Romain, LASALLE",3,1,4,5,153,-1
"Romain, LASALLE",3,2,4,4,164,0
"Romain, LASALLE",3,3,4,4,202,0
"Romain, LASALLE",3,4,4,4,174,0
"Romain, LASALLE",3,5,3,3,99,0
"Romain, LASALLE",3,6,4,4,137,0
"Romain, LASALLE",3,7,4,3,89,1
"Romain, LASALLE",3,8,2,3,76,-1
"Romain, LASALLE",3,9,4,5,167,-1
"Romain, LASALLE",3,10,2,4,198,-2
"Romain, LASALLE",3,11,4,4,178,0
"Romain, LASALLE",3,12,6,5,216,1
"Romain, LASALLE",3,13,4,4,273,0
"Romain, LASALLE",3,14,4,4,193,0
"Romain, LASALLE",3,15,3,4,181,-1
"Romain, LASALLE",3,16,4,4,165,0
"Romain, LASALLE",3,17,3,4,175,-1
"Romain, LASALLE",3,18,4,3,64,1
"Gutiérrez López, Sergio",3,1,4,5,153,-1
"Gutiérrez López, Sergio",3,2,4,4,164,0
"Gutiérrez López, Sergio",3,3,4,4,202,0
"Gutiérrez López, Sergio",3,4,4,4,174,0
"Gutiérrez López, Sergio",3,5,3,3,99,0
"Gutiérrez López, Sergio",3,6,3,4,137,-1
"Gutiérrez López, Sergio",3,7,5,3,89,2
"Gutiérrez López, Sergio",3,8,2,3,76,-1
"Gutiérrez López, Sergio",3,9,5,5,167,0
"Gutiérrez López, Sergio",3,10,3,4,198,-1
"Gutiérrez López, Sergio",3,11,3,4,178,-1
"Gutiérrez López, Sergio",3,12,5,5,216,0
"Gutiérrez López, Sergio",3,13,5,4,273,1
"Gutiérrez López, Sergio",3,14,3,4,193,-1
"Gutiérrez López, Sergio",3,15,3,4,181,-1
"Gutiérrez López, Sergio",3,16,4,4,165,0
"Gutiérrez López, Sergio",3,17,3,4,175,-1
"Gutiérrez López, Sergio",3,18,5,3,64,2
"Yohan, VEHOSKI",3,1,5,5,153,0
"Yohan, VEHOSKI",3,2,4,4,164,0
"Yohan, VEHOSKI",3,3,3,4,202,-1
"Yohan, VEHOSKI",3,4,4,4,174,0
"Yohan, VEHOSKI",3,5,3,3,99,0
"Yohan, VEHOSKI",3,6,4,4,137,0
"Yohan, VEHOSKI",3,7,4,3,89,1
"Yohan, VEHOSKI",3,8,2,3,76,-1
"Yohan, VEHOSKI",3,9,5,5,167,0
"Yohan, VEHOSKI",3,10,3,4,198,-1
"Yohan, VEHOSKI",3,11,3,4,178,-1
"Yohan, VEHOSKI",3,12,7,5,216,2
"Yohan, VEHOSKI",3,13,3,4,273,-1
"Yohan, VEHOSKI",3,14,5,4,193,1
"Yohan, VEHOSKI",3,15,4,4,181,0
"Yohan, VEHOSKI",3,16,4,4,165,0
"Yohan, VEHOSKI",3,17,4,4,175,0
"Yohan, VEHOSKI",3,18,3,3,64,0
"David, Thomas",3,1,5,5,153,0
"David, Thomas",3,2,4,4,164,0
"David, Thomas",3,3,4,4,202,0
"David, Thomas",3,4,5,4,174,1
"David, Thomas",3,5,3,3,99,0
"David, Thomas",3,6,5,4,137,1
"David, Thomas",3,7,3,3,89,0
"David, Thomas",3,8,3,3,76,0
"David, Thomas",3,9,4,5,167,-1
"David, Thomas",3,10,9,4,198,5
"David, Thomas",3,11,3,4,178,-1
"David, Thomas",3,12,6,5,216,1
"David, Thomas",3,13,3,4,273,-1
"David, Thomas",3,14,4,4,193,0
"David, Thomas",3,15,3,4,181,-1
"David, Thomas",3,16,3,4,165,-1
"David, Thomas",3,17,4,4,175,0
"David, Thomas",3,18,4,3,64,1
"LANGEROME, Guillaume",3,1,5,5,153,0
"LANGEROME, Guillaume",3,2,4,4,164,0
"LANGEROME, Guillaume",3,3,4,4,202,0
"LANGEROME, Guillaume",3,4,6,4,174,2
"LANGEROME, Guillaume",3,5,3,3,99,0
"LANGEROME, Guillaume",3,6,4,4,137,0
"LANGEROME, Guillaume",3,7,3,3,89,0
"LANGEROME, Guillaume",3,8,3,3,76,0
"LANGEROME, Guillaume",3,9,5,5,167,0
"LANGEROME, Guillaume",3,10,4,4,198,0
"LANGEROME, Guillaume",3,11,3,4,178,-1
"LANGEROME, Guillaume",3,12,7,5,216,2
"LANGEROME, Guillaume",3,13,3,4,273,-1
"LANGEROME, Guillaume",3,14,6,4,193,2
"LANGEROME, Guillaume",3,15,3,4,181,-1
"LANGEROME, Guillaume",3,16,4,4,165,0
"LANGEROME, Guillaume",3,17,5,4,175,1
"LANGEROME, Guillaume",3,18,3,3,64,0
"Mickael, Lampenois",3,1,4,5,153,-1
"Mickael, Lampenois",3,2,3,4,164,-1
"Mickael, Lampenois",3,3,4,4,202,0
"Mickael, Lampenois",3,4,5,4,174,1
"Mickael, Lampenois",3,5,2,3,99,-1
"Mickael, Lampenois",3,6,4,4,137,0
"Mickael, Lampenois",3,7,6,3,89,3
"Mickael, Lampenois",3,8,3,3,76,0
"Mickael, Lampenois",3,9,5,5,167,0
"Mickael, Lampenois",3,10,4,4,198,0
"Mickael, Lampenois",3,11,3,4,178,-1
"Mickael, Lampenois",3,12,5,5,216,0
"Mickael, Lampenois",3,13,3,4,273,-1
"Mickael, Lampenois",3,14,6,4,193,2
"Mickael, Lampenois",3,15,3,4,181,-1
"Mickael, Lampenois",3,16,4,4,165,0
"Mickael, Lampenois",3,17,5,4,175,1
"Mickael, Lampenois",3,18,5,3,64,2
"Bartko, Tomas",3,1,4,5,153,-1
"Bartko, Tomas",3,2,3,4,164,-1
"Bartko, Tomas",3,3,4,4,202,0
"Bartko, Tomas",3,4,3,4,174,-1
"Bartko, Tomas",3,5,3,3,99,0
"Bartko, Tomas",3,6,5,4,137,1
"Bartko, Tomas",3,7,5,3,89,2
"Bartko, Tomas",3,8,2,3,76,-1
"Bartko, Tomas",3,9,4,5,167,-1
"Bartko, Tomas",3,10,8,4,198,4
"Bartko, Tomas",3,11,4,4,178,0
"Bartko, Tomas",3,12,4,5,216,-1
"Bartko, Tomas",3,13,4,4,273,0
"Bartko, Tomas",3,14,4,4,193,0
"Bartko, Tomas",3,15,3,4,181,-1
"Bartko, Tomas",3,16,3,4,165,-1
"Bartko, Tomas",3,17,4,4,175,0
"Bartko, Tomas",3,18,5,3,64,2
"Geoffroy, DOMENECH",3,1,4,5,153,-1
"Geoffroy, DOMENECH",3,2,4,4,164,0
"Geoffroy, DOMENECH",3,3,4,4,202,0
"Geoffroy, DOMENECH",3,4,3,4,174,-1
"Geoffroy, DOMENECH",3,5,3,3,99,0
"Geoffroy, DOMENECH",3,6,4,4,137,0
"Geoffroy, DOMENECH",3,7,2,3,89,-1
"Geoffroy, DOMENECH",3,8,2,3,76,-1
"Geoffroy, DOMENECH",3,9,4,5,167,-1
"Geoffroy, DOMENECH",3,10,4,4,198,0
"Geoffroy, DOMENECH",3,11,3,4,178,-1
"Geoffroy, DOMENECH",3,12,6,5,216,1
"Geoffroy, DOMENECH",3,13,4,4,273,0
"Geoffroy, DOMENECH",3,14,5,4,193,1
"Geoffroy, DOMENECH",3,15,4,4,181,0
"Geoffroy, DOMENECH",3,16,5,4,165,1
"Geoffroy, DOMENECH",3,17,5,4,175,1
"Geoffroy, DOMENECH",3,18,5,3,64,2
"Christophe, FREJUS",3,1,5,5,153,0
"Christophe, FREJUS",3,2,3,4,164,-1
"Christophe, FREJUS",3,3,4,4,202,0
"Christophe, FREJUS",3,4,5,4,174,1
"Christophe, FREJUS",3,5,2,3,99,-1
"Christophe, FREJUS",3,6,4,4,137,0
"Christophe, FREJUS",3,7,4,3,89,1
"Christophe, FREJUS",3,8,3,3,76,0
"Christophe, FREJUS",3,9,4,5,167,-1
"Christophe, FREJUS",3,10,3,4,198,-1
"Christophe, FREJUS",3,11,4,4,178,0
"Christophe, FREJUS",3,12,5,5,216,0
"Christophe, FREJUS",3,13,4,4,273,0
"Christophe, FREJUS",3,14,4,4,193,0
"Christophe, FREJUS",3,15,3,4,181,-1
"Christophe, FREJUS",3,16,5,4,165,1
"Christophe, FREJUS",3,17,4,4,175,0
"Christophe, FREJUS",3,18,3,3,64,0
"David, MERCIER",3,1,5,5,153,0
"David, MERCIER",3,2,4,4,164,0
"David, MERCIER",3,3,4,4,202,0
"David, MERCIER",3,4,5,4,174,1
"David, MERCIER",3,5,4,3,99,1
"David, MERCIER",3,6,4,4,137,0
"David, MERCIER",3,7,3,3,89,0
"David, MERCIER",3,8,2,3,76,-1
"David, MERCIER",3,9,4,5,167,-1
"David, MERCIER",3,10,3,4,198,-1
"David, MERCIER",3,11,4,4,178,0
"David, MERCIER",3,12,5,5,216,0
"David, MERCIER",3,13,3,4,273,-1
"David, MERCIER",3,14,3,4,193,-1
"David, MERCIER",3,15,4,4,181,0
"David, MERCIER",3,16,4,4,165,0
"David, MERCIER",3,17,4,4,175,0
"David, MERCIER",3,18,5,3,64,2
"Mohamed , BICER",3,1,6,5,153,1
"Mohamed , BICER",3,2,4,4,164,0
"Mohamed , BICER",3,3,5,4,202,1
"Mohamed , BICER",3,4,4,4,174,0
"Mohamed , BICER",3,5,3,3,99,0
"Mohamed , BICER",3,6,4,4,137,0
"Mohamed , BICER",3,7,3,3,89,0
"Mohamed , BICER",3,8,2,3,76,-1
"Mohamed , BICER",3,9,3,5,167,-2
"Mohamed , BICER",3,10,4,4,198,0
"Mohamed , BICER",3,11,3,4,178,-1
"Mohamed , BICER",3,12,5,5,216,0
"Mohamed , BICER",3,13,4,4,273,0
"Mohamed , BICER",3,14,3,4,193,-1
"Mohamed , BICER",3,15,5,4,181,1
"Mohamed , BICER",3,16,4,4,165,0
"Mohamed , BICER",3,17,4,4,175,0
"Mohamed , BICER",3,18,4,3,64,1
"Gregory, PILLIER",3,1,4,5,153,-1
"Gregory, PILLIER",3,2,3,4,164,-1
"Gregory, PILLIER",3,3,4,4,202,0
"Gregory, PILLIER",3,4,4,4,174,0
"Gregory, PILLIER",3,5,3,3,99,0
"Gregory, PILLIER",3,6,4,4,137,0
"Gregory, PILLIER",3,7,2,3,89,-1
"Gregory, PILLIER",3,8,2,3,76,-1
"Gregory, PILLIER",3,9,5,5,167,0
"Gregory, PILLIER",3,10,3,4,198,-1
"Gregory, PILLIER",3,11,4,4,178,0
"Gregory, PILLIER",3,12,6,5,216,1
"Gregory, PILLIER",3,13,3,4,273,-1
"Gregory, PILLIER",3,14,3,4,193,-1
"Gregory, PILLIER",3,15,4,4,181,0
"Gregory, PILLIER",3,16,4,4,165,0
"Gregory, PILLIER",3,17,3,4,175,-1
"Gregory, PILLIER",3,18,4,3,64,1
"Nicolas, PUSSINI",3,1,5,5,153,0
"Nicolas, PUSSINI",3,2,3,4,164,-1
"Nicolas, PUSSINI",3,3,4,4,202,0
"Nicolas, PUSSINI",3,4,4,4,174,0
"Nicolas, PUSSINI",3,5,3,3,99,0
"Nicolas, PUSSINI",3,6,4,4,137,0
"Nicolas, PUSSINI",3,7,2,3,89,-1
"Nicolas, PUSSINI",3,8,2,3,76,-1
"Nicolas, PUSSINI",3,9,4,5,167,-1
"Nicolas, PUSSINI",3,10,6,4,198,2
"Nicolas, PUSSINI",3,11,4,4,178,0
"Nicolas, PUSSINI",3,12,5,5,216,0
"Nicolas, PUSSINI",3,13,4,4,273,0
"Nicolas, PUSSINI",3,14,3,4,193,-1
"Nicolas, PUSSINI",3,15,3,4,181,-1
"Nicolas, PUSSINI",3,16,4,4,165,0
"Nicolas, PUSSINI",3,17,4,4,175,0
"Nicolas, PUSSINI",3,18,2,3,64,-1
"Tabet, El Mrabti",3,1,4,5,153,-1
"Tabet, El Mrabti",3,2,3,4,164,-1
"Tabet, El Mrabti",3,3,4,4,202,0
"Tabet, El Mrabti",3,4,5,4,174,1
"Tabet, El Mrabti",3,5,3,3,99,0
"Tabet, El Mrabti",3,6,3,4,137,-1
"Tabet, El Mrabti",3,7,3,3,89,0
"Tabet, El Mrabti",3,8,2,3,76,-1
"Tabet, El Mrabti",3,9,4,5,167,-1
"Tabet, El Mrabti",3,10,4,4,198,0
"Tabet, El Mrabti",3,11,3,4,178,-1
"Tabet, El Mrabti",3,12,5,5,216,0
"Tabet, El Mrabti",3,13,4,4,273,0
"Tabet, El Mrabti",3,14,4,4,193,0
"Tabet, El Mrabti",3,15,3,4,181,-1
"Tabet, El Mrabti",3,16,4,4,165,0
"Tabet, El Mrabti",3,17,4,4,175,0
"Tabet, El Mrabti",3,18,4,3,64,1
"PODVIN, Benjamin",3,1,4,5,153,-1
"PODVIN, Benjamin",3,2,4,4,164,0
"PODVIN, Benjamin",3,3,4,4,202,0
"PODVIN, Benjamin",3,4,5,4,174,1
"PODVIN, Benjamin",3,5,3,3,99,0
"PODVIN, Benjamin",3,6,4,4,137,0
"PODVIN, Benjamin",3,7,3,3,89,0
"PODVIN, Benjamin",3,8,3,3,76,0
"PODVIN, Benjamin",3,9,5,5,167,0
"PODVIN, Benjamin",3,10,4,4,198,0
"PODVIN, Benjamin",3,11,4,4,178,0
"PODVIN, Benjamin",3,12,4,5,216,-1
"PODVIN, Benjamin",3,13,3,4,273,-1
"PODVIN, Benjamin",3,14,4,4,193,0
"PODVIN, Benjamin",3,15,3,4,181,-1
"PODVIN, Benjamin",3,16,5,4,165,1
"PODVIN, Benjamin",3,17,4,4,175,0
"PODVIN, Benjamin",3,18,4,3,64,1
"Christophe, LECOQ",3,1,4,5,153,-1
"Christophe, LECOQ",3,2,4,4,164,0
"Christophe, LECOQ",3,3,4,4,202,0
"Christophe, LECOQ",3,4,5,4,174,1
"Christophe, LECOQ",3,5,3,3,99,0
"Christophe, LECOQ",3,6,4,4,137,0
"Christophe, LECOQ",3,7,5,3,89,2
"Christophe, LECOQ",3,8,3,3,76,0
"Christophe, LECOQ",3,9,4,5,167,-1
"Christophe, LECOQ",3,10,5,4,198,1
"Christophe, LECOQ",3,11,3,4,178,-1
"Christophe, LECOQ",3,12,6,5,216,1
"Christophe, LECOQ",3,13,4,4,273,0
"Christophe, LECOQ",3,14,4,4,193,0
"Christophe, LECOQ",3,15,3,4,181,-1
"Christophe, LECOQ",3,16,5,4,165,1
"Christophe, LECOQ",3,17,4,4,175,0
"Christophe, LECOQ",3,18,3,3,64,0
"Godoy Márquez, Iván",3,1,5,5,153,0
"Godoy Márquez, Iván",3,2,3,4,164,-1
"Godoy Márquez, Iván",3,3,4,4,202,0
"Godoy Márquez, Iván",3,4,4,4,174,0
"Godoy Márquez, Iván",3,5,3,3,99,0
"Godoy Márquez, Iván",3,6,3,4,137,-1
"Godoy Márquez, Iván",3,7,3,3,89,0
"Godoy Márquez, Iván",3,8,3,3,76,0
"Godoy Márquez, Iván",3,9,4,5,167,-1
"Godoy Márquez, Iván",3,10,3,4,198,-1
"Godoy Márquez, Iván",3,11,3,4,178,-1
"Godoy Márquez, Iván",3,12,8,5,216,3
"Godoy Márquez, Iván",3,13,3,4,273,-1
"Godoy Márquez, Iván",3,14,3,4,193,-1
"Godoy Márquez, Iván",3,15,4,4,181,0
"Godoy Márquez, Iván",3,16,4,4,165,0
"Godoy Márquez, Iván",3,17,8,4,175,4
"Godoy Márquez, Iván",3,18,2,3,64,-1
"György, Podusil",3,1,5,5,153,0
"György, Podusil",3,2,3,4,164,-1
"György, Podusil",3,3,4,4,202,0
"György, Podusil",3,4,4,4,174,0
"György, Podusil",3,5,2,3,99,-1
"György, Podusil",3,6,4,4,137,0
"György, Podusil",3,7,3,3,89,0
"György, Podusil",3,8,2,3,76,-1
"György, Podusil",3,9,4,5,167,-1
"György, Podusil",3,10,8,4,198,4
"György, Podusil",3,11,3,4,178,-1
"György, Podusil",3,12,5,5,216,0
"György, Podusil",3,13,4,4,273,0
"György, Podusil",3,14,3,4,193,-1
"György, Podusil",3,15,3,4,181,-1
"György, Podusil",3,16,4,4,165,0
"György, Podusil",3,17,4,4,175,0
"György, Podusil",3,18,7,3,64,4
"Joeri, Jolling",3,1,6,5,153,1
"Joeri, Jolling",3,2,3,4,164,-1
"Joeri, Jolling",3,3,5,4,202,1
"Joeri, Jolling",3,4,5,4,174,1
"Joeri, Jolling",3,5,4,3,99,1
"Joeri, Jolling",3,6,3,4,137,-1
"Joeri, Jolling",3,7,3,3,89,0
"Joeri, Jolling",3,8,4,3,76,1
"Joeri, Jolling",3,9,5,5,167,0
"Joeri, Jolling",3,10,3,4,198,-1
"Joeri, Jolling",3,11,4,4,178,0
"Joeri, Jolling",3,12,5,5,216,0
"Joeri, Jolling",3,13,3,4,273,-1
"Joeri, Jolling",3,14,6,4,193,2
"Joeri, Jolling",3,15,3,4,181,-1
"Joeri, Jolling",3,16,4,4,165,0
"Joeri, Jolling",3,17,3,4,175,-1
"Joeri, Jolling",3,18,2,3,64,-1
"Azenha, Flávio",3,1,4,5,153,-1
"Azenha, Flávio",3,2,4,4,164,0
"Azenha, Flávio",3,3,4,4,202,0
"Azenha, Flávio",3,4,4,4,174,0
"Azenha, Flávio",3,5,3,3,99,0
"Azenha, Flávio",3,6,5,4,137,1
"Azenha, Flávio",3,7,3,3,89,0
"Azenha, Flávio",3,8,3,3,76,0
"Azenha, Flávio",3,9,4,5,167,-1
"Azenha, Flávio",3,10,3,4,198,-1
"Azenha, Flávio",3,11,3,4,178,-1
"Azenha, Flávio",3,12,6,5,216,1
"Azenha, Flávio",3,13,3,4,273,-1
"Azenha, Flávio",3,14,4,4,193,0
"Azenha, Flávio",3,15,3,4,181,-1
"Azenha, Flávio",3,16,4,4,165,0
"Azenha, Flávio",3,17,4,4,175,0
"Azenha, Flávio",3,18,3,3,64,0
"Stephane, BAYLE",3,1,5,5,153,0
"Stephane, BAYLE",3,2,4,4,164,0
"Stephane, BAYLE",3,3,4,4,202,0
"Stephane, BAYLE",3,4,3,4,174,-1
"Stephane, BAYLE",3,5,3,3,99,0
"Stephane, BAYLE",3,6,4,4,137,0
"Stephane, BAYLE",3,7,3,3,89,0
"Stephane, BAYLE",3,8,3,3,76,0
"Stephane, BAYLE",3,9,6,5,167,1
"Stephane, BAYLE",3,10,3,4,198,-1
"Stephane, BAYLE",3,11,4,4,178,0
"Stephane, BAYLE",3,12,6,5,216,1
"Stephane, BAYLE",3,13,4,4,273,0
"Stephane, BAYLE",3,14,4,4,193,0
"Stephane, BAYLE",3,15,3,4,181,-1
"Stephane, BAYLE",3,16,4,4,165,0
"Stephane, BAYLE",3,17,4,4,175,0
"Stephane, BAYLE",3,18,3,3,64,0
"Laurent, GUENAIRE",3,1,5,5,153,0
"Laurent, GUENAIRE",3,2,4,4,164,0
"Laurent, GUENAIRE",3,3,4,4,202,0
"Laurent, GUENAIRE",3,4,4,4,174,0
"Laurent, GUENAIRE",3,5,3,3,99,0
"Laurent, GUENAIRE",3,6,4,4,137,0
"Laurent, GUENAIRE",3,7,3,3,89,0
"Laurent, GUENAIRE",3,8,2,3,76,-1
"Laurent, GUENAIRE",3,9,5,5,167,0
"Laurent, GUENAIRE",3,10,5,4,198,1
"Laurent, GUENAIRE",3,11,3,4,178,-1
"Laurent, GUENAIRE",3,12,6,5,216,1
"Laurent, GUENAIRE",3,13,4,4,273,0
"Laurent, GUENAIRE",3,14,4,4,193,0
"Laurent, GUENAIRE",3,15,4,4,181,0
"Laurent, GUENAIRE",3,16,3,4,165,-1
"Laurent, GUENAIRE",3,17,4,4,175,0
"Laurent, GUENAIRE",3,18,3,3,64,0
"Alexandre, RICHER",3,1,5,5,153,0
"Alexandre, RICHER",3,2,4,4,164,0
"Alexandre, RICHER",3,3,4,4,202,0
"Alexandre, RICHER",3,4,5,4,174,1
"Alexandre, RICHER",3,5,3,3,99,0
"Alexandre, RICHER",3,6,5,4,137,1
"Alexandre, RICHER",3,7,3,3,89,0
"Alexandre, RICHER",3,8,2,3,76,-1
"Alexandre, RICHER",3,9,5,5,167,0
"Alexandre, RICHER",3,10,3,4,198,-1
"Alexandre, RICHER",3,11,3,4,178,-1
"Alexandre, RICHER",3,12,7,5,216,2
"Alexandre, RICHER",3,13,4,4,273,0
"Alexandre, RICHER",3,14,4,4,193,0
"Alexandre, RICHER",3,15,3,4,181,-1
"Alexandre, RICHER",3,16,5,4,165,1
"Alexandre, RICHER",3,17,4,4,175,0
"Alexandre, RICHER",3,18,3,3,64,0
"Yohann, DEWILDE",3,1,5,5,153,0
"Yohann, DEWILDE",3,2,4,4,164,0
"Yohann, DEWILDE",3,3,4,4,202,0
"Yohann, DEWILDE",3,4,5,4,174,1
"Yohann, DEWILDE",3,5,3,3,99,0
"Yohann, DEWILDE",3,6,5,4,137,1
"Yohann, DEWILDE",3,7,2,3,89,-1
"Yohann, DEWILDE",3,8,3,3,76,0
"Yohann, DEWILDE",3,9,5,5,167,0
"Yohann, DEWILDE",3,10,3,4,198,-1
"Yohann, DEWILDE",3,11,4,4,178,0
"Yohann, DEWILDE",3,12,5,5,216,0
"Yohann, DEWILDE",3,13,4,4,273,0
"Yohann, DEWILDE",3,14,5,4,193,1
"Yohann, DEWILDE",3,15,5,4,181,1
"Yohann, DEWILDE",3,16,4,4,165,0
"Yohann, DEWILDE",3,17,4,4,175,0
"Yohann, DEWILDE",3,18,2,3,64,-1
"Christopher, POU",3,1,4,5,153,-1
"Christopher, POU",3,2,4,4,164,0
"Christopher, POU",3,3,5,4,202,1
"Christopher, POU",3,4,5,4,174,1
"Christopher, POU",3,5,3,3,99,0
"Christopher, POU",3,6,4,4,137,0
"Christopher, POU",3,7,5,3,89,2
"Christopher, POU",3,8,2,3,76,-1
"Christopher, POU",3,9,5,5,167,0
"Christopher, POU",3,10,3,4,198,-1
"Christopher, POU",3,11,3,4,178,-1
"Christopher, POU",3,12,7,5,216,2
"Christopher, POU",3,13,4,4,273,0
"Christopher, POU",3,14,4,4,193,0
"Christopher, POU",3,15,4,4,181,0
"Christopher, POU",3,16,5,4,165,1
"Christopher, POU",3,17,4,4,175,0
"Christopher, POU",3,18,5,3,64,2
"Clément, RIGAUD",3,1,5,5,153,0
"Clément, RIGAUD",3,2,4,4,164,0
"Clément, RIGAUD",3,3,4,4,202,0
"Clément, RIGAUD",3,4,4,4,174,0
"Clément, RIGAUD",3,5,3,3,99,0
