player,round,hole,strokes,par,yds,score
"Frederic, CREVON",2,3,4,4,202,0
"Frederic, CREVON",2,4,6,4,174,2
"Frederic, CREVON",2,5,4,3,99,1
"Frederic, CREVON",2,6,4,4,137,0
"Frederic, CREVON",2,7,2,3,89,-1
"Frederic, CREVON",2,8,4,3,76,1
"Frederic, CREVON",2,9,1,5,167,-4
"Frederic, CREVON",2,10,6,4,198,2
"Frederic, CREVON",2,11,2,4,178,-2
"Frederic, CREVON",2,12,6,5,216,1
"Frederic, CREVON",2,13,3,4,273,-1
"Frederic, CREVON",2,14,4,4,193,0
"Frederic, CREVON",2,15,2,4,181,-2
"Frederic, CREVON",2,16,5,4,165,1
"Frederic, CREVON",2,17,3,4,175,-1
"Frederic, CREVON",2,18,5,3,64,2
"van den Broek, Wesley",2,1,5,5,153,0
"van den Broek, Wesley",2,2,3,4,164,-1
"van den Broek, Wesley",2,3,5,4,202,1
"van den Broek, Wesley",2,4,4,4,174,0
"van den Broek, Wesley",2,5,3,3,99,0
"van den Broek, Wesley",2,6,4,4,137,0
"van den Broek, Wesley",2,7,3,3,89,0
"van den Broek, Wesley",2,8,3,3,76,0
"van den Broek, Wesley",2,9,5,5,167,0
"van den Broek, Wesley",2,10,3,4,198,-1
"van den Broek, Wesley",2,11,3,4,178,-1
"van den Broek, Wesley",2,12,5,5,216,0
"van den Broek, Wesley",2,13,3,4,273,-1
"van den Broek, Wesley",2,14,3,4,193,-1
"van den Broek, Wesley",2,15,3,4,181,-1
"van den Broek, Wesley",2,16,3,4,165,-1
"van den Broek, Wesley",2,17,7,4,175,3
"van den Broek, Wesley",2,18,4,3,64,1
"Kuipers, Jim",2,1,5,5,153,0
"Kuipers, Jim",2,2,4,4,164,0
"Kuipers, Jim",2,3,3,4,202,-1
"Kuipers, Jim",2,4,4,4,174,0
"Kuipers, Jim",2,5,3,3,99,0
"Kuipers, Jim",2,6,3,4,137,-1
"Kuipers, Jim",2,7,4,3,89,1
"Kuipers, Jim",2,8,3,3,76,0
"Kuipers, Jim",2,9,5,5,167,0
"Kuipers, Jim",2,10,3,4,198,-1
"Kuipers, Jim",2,11,4,4,178,0
"Kuipers, Jim",2,12,5,5,216,0
"Kuipers, Jim",2,13,4,4,273,0
"Kuipers, Jim",2,14,4,4,193,0
"Kuipers, Jim",2,15,3,4,181,-1
"Kuipers, Jim",2,16,4,4,165,0
"Kuipers, Jim",2,17,5,4,175,1
"Kuipers, Jim",2,18,2,3,64,-1
"Romain, LASALLE",2,1,5,5,153,0
"Romain, LASALLE",2,2,3,4,164,-1
"Romain, LASALLE",2,3,5,4,202,1
"Romain, LASALLE",2,4,4,4,174,0
"Romain, LASALLE",2,5,3,3,99,0
"Romain, LASALLE",2,6,4,4,137,0
"Romain, LASALLE",2,7,2,3,89,-1
"Romain, LASALLE",2,8,3,3,76,0
"Romain, LASALLE",2,9,5,5,167,0
"Romain, LASALLE",2,10,4,4,198,0
"Romain, LASALLE",2,11,3,4,178,-1
"Romain, LASALLE",2,12,5,5,216,0
"Romain, LASALLE",2,13,4,4,273,0
"Romain, LASALLE",2,14,4,4,193,0
"Romain, LASALLE",2,15,2,4,181,-2
"Romain, LASALLE",2,16,4,4,165,0
"Romain, LASALLE",2,17,4,4,175,0
"Romain, LASALLE",2,18,4,3,64,1
"Gutiérrez López, Sergio",2,1,5,5,153,0
"Gutiérrez López, Sergio",2,2,4,4,164,0
"Gutiérrez López, Sergio",2,3,5,4,202,1
"Gutiérrez López, Sergio",2,4,4,4,174,0
"Gutiérrez López, Sergio",2,5,4,3,99,1
"Gutiérrez López, Sergio",2,6,4,4,137,0
"Gutiérrez López, Sergio",2,7,4,3,89,1
"Gutiérrez López, Sergio",2,8,4,3,76,1
"Gutiérrez López, Sergio",2,9,2,5,167,-3
"Gutiérrez López, Sergio",2,10,5,4,198,1
"Gutiérrez López, Sergio",2,11,2,4,178,-2
"Gutiérrez López, Sergio",2,12,6,5,216,1
"Gutiérrez López, Sergio",2,13,4,4,273,0
"Gutiérrez López, Sergio",2,14,4,4,193,0
"Gutiérrez López, Sergio",2,15,3,4,181,-1
"Gutiérrez López, Sergio",2,16,5,4,165,1
"Gutiérrez López, Sergio",2,17,2,4,175,-2
"Gutiérrez López, Sergio",2,18,6,3,64,3
"Yohan, VEHOSKI",2,1,4,5,153,-1
"Yohan, VEHOSKI",2,2,4,4,164,0
"Yohan, VEHOSKI",2,3,4,4,202,0
"Yohan, VEHOSKI",2,4,6,4,174,2
"Yohan, VEHOSKI",2,5,3,3,99,0
"Yohan, VEHOSKI",2,6,3,4,137,-1
"Yohan, VEHOSKI",2,7,3,3,89,0
"Yohan, VEHOSKI",2,8,4,3,76,1
"Yohan, VEHOSKI",2,9,3,5,167,-2
"Yohan, VEHOSKI",2,10,3,4,198,-1
"Yohan, VEHOSKI",2,11,2,4,178,-2
"Yohan, VEHOSKI",2,12,8,5,216,3
"Yohan, VEHOSKI",2,13,3,4,273,-1
"Yohan, VEHOSKI",2,14,3,4,193,-1
"Yohan, VEHOSKI",2,15,3,4,181,-1
"Yohan, VEHOSKI",2,16,5,4,165,1
"Yohan, VEHOSKI",2,17,2,4,175,-2
"Yohan, VEHOSKI",2,18,5,3,64,2
"David, Thomas",2,1,4,5,153,-1
"David, Thomas",2,2,4,4,164,0
"David, Thomas",2,3,4,4,202,0
"David, Thomas",2,4,4,4,174,0
"David, Thomas",2,5,3,3,99,0
"David, Thomas",2,6,3,4,137,-1
"David, Thomas",2,7,3,3,89,0
"David, Thomas",2,8,3,3,76,0
"David, Thomas",2,9,5,5,167,0
"David, Thomas",2,10,2,4,198,-2
"David, Thomas",2,11,4,4,178,0
"David, Thomas",2,12,5,5,216,0
"David, Thomas",2,13,4,4,273,0
"David, Thomas",2,14,3,4,193,-1
"David, Thomas",2,15,4,4,181,0
"David, Thomas",2,16,4,4,165,0
"David, Thomas",2,17,4,4,175,0
"David, Thomas",2,18,4,3,64,1
"LANGEROME, Guillaume",2,1,4,5,153,-1
"LANGEROME, Guillaume",2,2,4,4,164,0
"LANGEROME, Guillaume",2,3,5,4,202,1
"LANGEROME, Guillaume",2,4,4,4,174,0
"LANGEROME, Guillaume",2,5,3,3,99,0
"LANGEROME, Guillaume",2,6,4,4,137,0
"LANGEROME, Guillaume",2,7,3,3,89,0
"LANGEROME, Guillaume",2,8,3,3,76,0
"LANGEROME, Guillaume",2,9,4,5,167,-1
"LANGEROME, Guillaume",2,10,3,4,198,-1
"LANGEROME, Guillaume",2,11,3,4,178,-1
"LANGEROME, Guillaume",2,12,5,5,216,0
"LANGEROME, Guillaume",2,13,4,4,273,0
"LANGEROME, Guillaume",2,14,4,4,193,0
"LANGEROME, Guillaume",2,15,4,4,181,0
"LANGEROME, Guillaume",2,16,4,4,165,0
"LANGEROME, Guillaume",2,17,4,4,175,0
"LANGEROME, Guillaume",2,18,2,3,64,-1
"Mickael, Lampenois",2,1,5,5,153,0
"Mickael, Lampenois",2,2,4,4,164,0
"Mickael, Lampenois",2,3,4,4,202,0
"Mickael, Lampenois",2,4,4,4,174,0
"Mickael, Lampenois",2,5,3,3,99,0
"Mickael, Lampenois",2,6,4,4,137,0
"Mickael, Lampenois",2,7,3,3,89,0
"Mickael, Lampenois",2,8,3,3,76,0
"Mickael, Lampenois",2,9,5,5,167,0
"Mickael, Lampenois",2,10,3,4,198,-1
"Mickael, Lampenois",2,11,3,4,178,-1
"Mickael, Lampenois",2,12,5,5,216,0
"Mickael, Lampenois",2,13,3,4,273,-1
"Mickael, Lampenois",2,14,4,4,193,0
"Mickael, Lampenois",2,15,3,4,181,-1
"Mickael, Lampenois",2,16,3,4,165,-1
"Mickael, Lampenois",2,17,4,4,175,0
"Mickael, Lampenois",2,18,2,3,64,-1
"Bartko, Tomas",2,1,4,5,153,-1
"Bartko, Tomas",2,2,7,4,164,3
"Bartko, Tomas",2,3,4,4,202,0
"Bartko, Tomas",2,4,5,4,174,1
"Bartko, Tomas",2,5,3,3,99,0
"Bartko, Tomas",2,6,2,4,137,-2
"Bartko, Tomas",2,7,3,3,89,0
"Bartko, Tomas",2,8,4,3,76,1
"Bartko, Tomas",2,9,2,5,167,-3
"Bartko, Tomas",2,10,4,4,198,0
"Bartko, Tomas",2,11,2,4,178,-2
"Bartko, Tomas",2,12,5,5,216,0
"Bartko, Tomas",2,13,4,4,273,0
"Bartko, Tomas",2,14,4,4,193,0
"Bartko, Tomas",2,15,3,4,181,-1
"Bartko, Tomas",2,16,4,4,165,0
"Bartko, Tomas",2,17,2,4,175,-2
"Bartko, Tomas",2,18,5,3,64,2
"Geoffroy, DOMENECH",2,1,6,5,153,1
"Geoffroy, DOMENECH",2,2,3,4,164,-1
"Geoffroy, DOMENECH",2,3,3,4,202,-1
"Geoffroy, DOMENECH",2,4,4,4,174,0
"Geoffroy, DOMENECH",2,5,3,3,99,0
"Geoffroy, DOMENECH",2,6,4,4,137,0
"Geoffroy, DOMENECH",2,7,3,3,89,0
"Geoffroy, DOMENECH",2,8,3,3,76,0
"Geoffroy, DOMENECH",2,9,5,5,167,0
"Geoffroy, DOMENECH",2,10,3,4,198,-1
"Geoffroy, DOMENECH",2,11,3,4,178,-1
"Geoffroy, DOMENECH",2,12,5,5,216,0
"Geoffroy, DOMENECH",2,13,3,4,273,-1
"Geoffroy, DOMENECH",2,14,4,4,193,0
"Geoffroy, DOMENECH",2,15,4,4,181,0
"Geoffroy, DOMENECH",2,16,4,4,165,0
"Geoffroy, DOMENECH",2,17,6,4,175,2
"Geoffroy, DOMENECH",2,18,1,3,64,-2
"Christophe, FREJUS",2,1,5,5,153,0
"Christophe, FREJUS",2,2,3,4,164,-1
"Christophe, FREJUS",2,3,4,4,202,0
"Christophe, FREJUS",2,4,4,4,174,0
"Christophe, FREJUS",2,5,3,3,99,0
"Christophe, FREJUS",2,6,3,4,137,-1
"Christophe, FREJUS",2,7,3,3,89,0
"Christophe, FREJUS",2,8,3,3,76,0
"Christophe, FREJUS",2,9,5,5,167,0
"Christophe, FREJUS",2,10,3,4,198,-1
"Christophe, FREJUS",2,11,4,4,178,0
"Christophe, FREJUS",2,12,5,5,216,0
"Christophe, FREJUS",2,13,5,4,273,1
"Christophe, FREJUS",2,14,4,4,193,0
"Christophe, FREJUS",2,15,3,4,181,-1
"Christophe, FREJUS",2,16,5,4,165,1
"Christophe, FREJUS",2,17,4,4,175,0
"Christophe, FREJUS",2,18,6,3,64,3
"David, MERCIER",2,1,4,5,153,-1
"David, MERCIER",2,2,3,4,164,-1
"David, MERCIER",2,3,5,4,202,1
"David, MERCIER",2,4,6,4,174,2
"David, MERCIER",2,5,2,3,99,-1
"David, MERCIER",2,6,4,4,137,0
"David, MERCIER",2,7,4,3,89,1
"David, MERCIER",2,8,4,3,76,1
"David, MERCIER",2,9,2,5,167,-3
"David, MERCIER",2,10,5,4,198,1
"David, MERCIER",2,11,1,4,178,-3
"David, MERCIER",2,12,6,5,216,1
"David, MERCIER",2,13,3,4,273,-1
"David, MERCIER",2,14,6,4,193,2
"David, MERCIER",2,15,4,4,181,0
"David, MERCIER",2,16,5,4,165,1
"David, MERCIER",2,17,2,4,175,-2
"David, MERCIER",2,18,5,3,64,2
"Mohamed , BICER",2,1,3,5,153,-2
"Mohamed , BICER",2,2,4,4,164,0
"Mohamed , BICER",2,3,4,4,202,0
"Mohamed , BICER",2,4,4,4,174,0
"Mohamed , BICER",2,5,3,3,99,0
"Mohamed , BICER",2,6,3,4,137,-1
"Mohamed , BICER",2,7,2,3,89,-1
"Mohamed , BICER",2,8,3,3,76,0
"Mohamed , BICER",2,9,4,5,167,-1
"Mohamed , BICER",2,10,5,4,198,1
"Mohamed , BICER",2,11,4,4,178,0
"Mohamed , BICER",2,12,5,5,216,0
"Mohamed , BICER",2,13,5,4,273,1
"Mohamed , BICER",2,14,4,4,193,0
"Mohamed , BICER",2,15,4,4,181,0
"Mohamed , BICER",2,16,4,4,165,0
"Mohamed , BICER",2,17,4,4,175,0
"Mohamed , BICER",2,18,4,3,64,1
"Gregory, PILLIER",2,1,5,5,153,0
"Gregory, PILLIER",2,2,3,4,164,-1
"Gregory, PILLIER",2,3,5,4,202,1
"Gregory, PILLIER",2,4,4,4,174,0
"Gregory, PILLIER",2,5,3,3,99,0
"Gregory, PILLIER",2,6,5,4,137,1
"Gregory, PILLIER",2,7,5,3,89,2
"Gregory, PILLIER",2,8,3,3,76,0
"Gregory, PILLIER",2,9,5,5,167,0
"Gregory, PILLIER",2,10,4,4,198,0
"Gregory, PILLIER",2,11,4,4,178,0
"Gregory, PILLIER",2,12,5,5,216,0
"Gregory, PILLIER",2,13,5,4,273,1
"Gregory, PILLIER",2,14,3,4,193,-1
"Gregory, PILLIER",2,15,4,4,181,0
"Gregory, PILLIER",2,16,3,4,165,-1
"Gregory, PILLIER",2,17,5,4,175,1
"Gregory, PILLIER",2,18,5,3,64,2
"Nicolas, PUSSINI",2,1,4,5,153,-1
"Nicolas, PUSSINI",2,2,5,4,164,1
"Nicolas, PUSSINI",2,3,4,4,202,0
"Nicolas, PUSSINI",2,4,5,4,174,1
"Nicolas, PUSSINI",2,5,4,3,99,1
"Nicolas, PUSSINI",2,6,4,4,137,0
"Nicolas, PUSSINI",2,7,4,3,89,1
"Nicolas, PUSSINI",2,8,4,3,76,1
"Nicolas, PUSSINI",2,9,1,5,167,-4
"Nicolas, PUSSINI",2,10,5,4,198,1
"Nicolas, PUSSINI",2,11,2,4,178,-2
"Nicolas, PUSSINI",2,12,7,5,216,2
"Nicolas, PUSSINI",2,13,3,4,273,-1
"Nicolas, PUSSINI",2,14,4,4,193,0
"Nicolas, PUSSINI",2,15,4,4,181,0
"Nicolas, PUSSINI",2,16,4,4,165,0
"Nicolas, PUSSINI",2,17,3,4,175,-1
"Nicolas, PUSSINI",2,18,6,3,64,3
"Tabet, El Mrabti",2,1,6,5,153,1
"Tabet, El Mrabti",2,2,3,4,164,-1
"Tabet, El Mrabti",2,3,4,4,202,0
"Tabet, El Mrabti",2,4,4,4,174,0
"Tabet, El Mrabti",2,5,3,3,99,0
"Tabet, El Mrabti",2,6,4,4,137,0
"Tabet, El Mrabti",2,7,3,3,89,0
"Tabet, El Mrabti",2,8,3,3,76,0
"Tabet, El Mrabti",2,9,3,5,167,-2
"Tabet, El Mrabti",2,10,6,4,198,2
"Tabet, El Mrabti",2,11,4,4,178,0
"Tabet, El Mrabti",2,12,5,5,216,0
"Tabet, El Mrabti",2,13,4,4,273,0
"Tabet, El Mrabti",2,14,5,4,193,1
"Tabet, El Mrabti",2,15,3,4,181,-1
"Tabet, El Mrabti",2,16,4,4,165,0
"Tabet, El Mrabti",2,17,3,4,175,-1
"Tabet, El Mrabti",2,18,3,3,64,0
"PODVIN, Benjamin",2,1,4,5,153,-1
"PODVIN, Benjamin",2,2,5,4,164,1
"PODVIN, Benjamin",2,3,4,4,202,0
"PODVIN, Benjamin",2,4,5,4,174,1
"PODVIN, Benjamin",2,5,3,3,99,0
"PODVIN, Benjamin",2,6,4,4,137,0
"PODVIN, Benjamin",2,7,3,3,89,0
"PODVIN, Benjamin",2,8,4,3,76,1
"PODVIN, Benjamin",2,9,2,5,167,-3
"PODVIN, Benjamin",2,10,4,4,198,0
"PODVIN, Benjamin",2,11,3,4,178,-1
"PODVIN, Benjamin",2,12,7,5,216,2
"PODVIN, Benjamin",2,13,3,4,273,-1
"PODVIN, Benjamin",2,14,5,4,193,1
"PODVIN, Benjamin",2,15,3,4,181,-1
"PODVIN, Benjamin",2,16,4,4,165,0
"PODVIN, Benjamin",2,17,2,4,175,-2
"PODVIN, Benjamin",2,18,5,3,64,2
"Christophe, LECOQ",2,1,5,5,153,0
"Christophe, LECOQ",2,2,3,4,164,-1
"Christophe, LECOQ",2,3,4,4,202,0
"Christophe, LECOQ",2,4,4,4,174,0
"Christophe, LECOQ",2,5,3,3,99,0
"Christophe, LECOQ",2,6,4,4,137,0
"Christophe, LECOQ",2,7,4,3,89,1
"Christophe, LECOQ",2,8,4,3,76,1
"Christophe, LECOQ",2,9,2,5,167,-3
"Christophe, LECOQ",2,10,4,4,198,0
"Christophe, LECOQ",2,11,1,4,178,-3
"Christophe, LECOQ",2,12,6,5,216,1
"Christophe, LECOQ",2,13,3,4,273,-1
"Christophe, LECOQ",2,14,4,4,193,0
"Christophe, LECOQ",2,15,3,4,181,-1
"Christophe, LECOQ",2,16,4,4,165,0
"Christophe, LECOQ",2,17,3,4,175,-1
"Christophe, LECOQ",2,18,5,3,64,2
"Godoy Márquez, Iván",2,1,4,5,153,-1
"Godoy Márquez, Iván",2,2,6,4,164,2
"Godoy Márquez, Iván",2,3,4,4,202,0
"Godoy Márquez, Iván",2,4,4,4,174,0
"Godoy Márquez, Iván",2,5,3,3,99,0
"Godoy Márquez, Iván",2,6,3,4,137,-1
"Godoy Márquez, Iván",2,7,3,3,89,0
"Godoy Márquez, Iván",2,8,4,3,76,1
"Godoy Márquez, Iván",2,9,2,5,167,-3
"Godoy Márquez, Iván",2,10,3,4,198,-1
"Godoy Márquez, Iván",2,11,3,4,178,-1
"Godoy Márquez, Iván",2,12,6,5,216,1
"Godoy Márquez, Iván",2,13,4,4,273,0
"Godoy Márquez, Iván",2,14,5,4,193,1
"Godoy Márquez, Iván",2,15,3,4,181,-1
"Godoy Márquez, Iván",2,16,4,4,165,0
"Godoy Márquez, Iván",2,17,4,4,175,0
"Godoy Márquez, Iván",2,18,4,3,64,1
"György, Podusil",2,1,5,5,153,0
"György, Podusil",2,2,3,4,164,-1
"György, Podusil",2,3,3,4,202,-1
"György, Podusil",2,4,4,4,174,0
"György, Podusil",2,5,3,3,99,0
"György, Podusil",2,6,4,4,137,0
"György, Podusil",2,7,3,3,89,0
"György, Podusil",2,8,3,3,76,0
"György, Podusil",2,9,6,5,167,1
"György, Podusil",2,10,4,4,198,0
"György, Podusil",2,11,4,4,178,0
"György, Podusil",2,12,5,5,216,0
"György, Podusil",2,13,3,4,273,-1
"György, Podusil",2,14,4,4,193,0
"György, Podusil",2,15,4,4,181,0
"György, Podusil",2,16,3,4,165,-1
"György, Podusil",2,17,4,4,175,0
"György, Podusil",2,18,2,3,64,-1
"Joeri, Jolling",2,1,5,5,153,0
"Joeri, Jolling",2,2,3,4,164,-1
"Joeri, Jolling",2,3,5,4,202,1
"Joeri, Jolling",2,4,4,4,174,0
"Joeri, Jolling",2,5,3,3,99,0
"Joeri, Jolling",2,6,5,4,137,1
"Joeri, Jolling",2,7,3,3,89,0
"Joeri, Jolling",2,8,3,3,76,0
"Joeri, Jolling",2,9,4,5,167,-1
"Joeri, Jolling",2,10,4,4,198,0
"Joeri, Jolling",2,11,3,4,178,-1
"Joeri, Jolling",2,12,5,5,216,0
"Joeri, Jolling",2,13,4,4,273,0
"Joeri, Jolling",2,14,4,4,193,0
"Joeri, Jolling",2,15,4,4,181,0
"Joeri, Jolling",2,16,3,4,165,-1
"Joeri, Jolling",2,17,4,4,175,0
"Joeri, Jolling",2,18,2,3,64,-1
"Azenha, Flávio",2,1,4,5,153,-1
"Azenha, Flávio",2,2,3,4,164,-1
"Azenha, Flávio",2,3,6,4,202,2
"Azenha, Flávio",2,4,4,4,174,0
"Azenha, Flávio",2,5,3,3,99,0
"Azenha, Flávio",2,6,3,4,137,-1
"Azenha, Flávio",2,7,3,3,89,0
"Azenha, Flávio",2,8,4,3,76,1
"Azenha, Flávio",2,9,2,5,167,-3
"Azenha, Flávio",2,10,4,4,198,0
"Azenha, Flávio",2,11,3,4,178,-1
"Azenha, Flávio",2,12,5,5,216,0
"Azenha, Flávio",2,13,4,4,273,0
"Azenha, Flávio",2,14,5,4,193,1
"Azenha, Flávio",2,15,2,4,181,-2
"Azenha, Flávio",2,16,4,4,165,0
"Azenha, Flávio",2,17,2,4,175,-2
"Azenha, Flávio",2,18,5,3,64,2
"Stephane, BAYLE",2,1,4,5,153,-1
"Stephane, BAYLE",2,2,3,4,164,-1
"Stephane, BAYLE",2,3,5,4,202,1
"Stephane, BAYLE",2,4,4,4,174,0
"Stephane, BAYLE",2,5,3,3,99,0
"Stephane, BAYLE",2,6,5,4,137,1
"Stephane, BAYLE",2,7,4,3,89,1
"Stephane, BAYLE",2,8,3,3,76,0
"Stephane, BAYLE",2,9,5,5,167,0
"Stephane, BAYLE",2,10,3,4,198,-1
"Stephane, BAYLE",2,11,5,4,178,1
"Stephane, BAYLE",2,12,5,5,216,0
"Stephane, BAYLE",2,13,3,4,273,-1
"Stephane, BAYLE",2,14,4,4,193,0
"Stephane, BAYLE",2,15,3,4,181,-1
"Stephane, BAYLE",2,16,5,4,165,1
"Stephane, BAYLE",2,17,4,4,175,0
"Stephane, BAYLE",2,18,3,3,64,0
"Laurent, GUENAIRE",2,1,5,5,153,0
"Laurent, GUENAIRE",2,2,3,4,164,-1
"Laurent, GUENAIRE",2,3,4,4,202,0
"Laurent, GUENAIRE",2,4,4,4,174,0
"Laurent, GUENAIRE",2,5,3,3,99,0
"Laurent, GUENAIRE",2,6,4,4,137,0
"Laurent, GUENAIRE",2,7,3,3,89,0
"Laurent, GUENAIRE",2,8,3,3,76,0
"Laurent, GUENAIRE",2,9,5,5,167,0
"Laurent, GUENAIRE",2,10,5,4,198,1
"Laurent, GUENAIRE",2,11,3,4,178,-1
"Laurent, GUENAIRE",2,12,5,5,216,0
"Laurent, GUENAIRE",2,13,4,4,273,0
"Laurent, GUENAIRE",2,14,4,4,193,0
"Laurent, GUENAIRE",2,15,4,4,181,0
"Laurent, GUENAIRE",2,16,4,4,165,0
"Laurent, GUENAIRE",2,17,4,4,175,0
"Laurent, GUENAIRE",2,18,3,3,64,0
"Alexandre, RICHER",2,1,3,5,153,-2
"Alexandre, RICHER",2,2,3,4,164,-1
"Alexandre, RICHER",2,3,4,4,202,0
"Alexandre, RICHER",2,4,7,4,174,3
"Alexandre, RICHER",2,5,3,3,99,0
"Alexandre, RICHER",2,6,4,4,137,0
"Alexandre, RICHER",2,7,3,3,89,0
"Alexandre, RICHER",2,8,4,3,76,1
"Alexandre, RICHER",2,9,2,5,167,-3
"Alexandre, RICHER",2,10,4,4,198,0
"Alexandre, RICHER",2,11,2,4,178,-2
"Alexandre, RICHER",2,12,6,5,216,1
"Alexandre, RICHER",2,13,4,4,273,0
"Alexandre, RICHER",2,14,3,4,193,-1
"Alexandre, RICHER",2,15,4,4,181,0
"Alexandre, RICHER",2,16,4,4,165,0
"Alexandre, RICHER",2,17,3,4,175,-1
"Alexandre, RICHER",2,18,5,3,64,2
"Yohann, DEWILDE",2,1,4,5,153,-1
"Yohann, DEWILDE",2,2,4,4,164,0
"Yohann, DEWILDE",2,3,4,4,202,0
"Yohann, DEWILDE",2,4,4,4,174,0
"Yohann, DEWILDE",2,5,3,3,99,0
"Yohann, DEWILDE",2,6,3,4,137,-1
"Yohann, DEWILDE",2,7,3,3,89,0
"Yohann, DEWILDE",2,8,4,3,76,1
"Yohann, DEWILDE",2,9,2,5,167,-3
"Yohann, DEWILDE",2,10,5,4,198,1
"Yohann, DEWILDE",2,11,2,4,178,-2
"Yohann, DEWILDE",2,12,6,5,216,1
"Yohann, DEWILDE",2,13,5,4,273,1
"Yohann, DEWILDE",2,14,4,4,193,0
"Yohann, DEWILDE",2,15,2,4,181,-2
"Yohann, DEWILDE",2,16,4,4,165,0
"Yohann, DEWILDE",2,17,2,4,175,-2
"Yohann, DEWILDE",2,18,5,3,64,2
"Christopher, POU",2,1,5,5,153,0
"Christopher, POU",2,2,4,4,164,0
"Christopher, POU",2,3,3,4,202,-1
"Christopher, POU",2,4,4,4,174,0
"Christopher, POU",2,5,4,3,99,1
"Christopher, POU",2,6,4,4,137,0
"Christopher, POU",2,7,2,3,89,-1
"Christopher, POU",2,8,3,3,76,0
"Christopher, POU",2,9,4,5,167,-1
"Christopher, POU",2,10,3,4,198,-1
"Christopher, POU",2,11,3,4,178,-1
"Christopher, POU",2,12,5,5,216,0
"Christopher, POU",2,13,3,4,273,-1
"Christopher, POU",2,14,4,4,193,0
"Christopher, POU",2,15,4,4,181,0
"Christopher, POU",2,16,4,4,165,0
"Christopher, POU",2,17,4,4,175,0
"Christopher, POU",2,18,4,3,64,1
"Clément, RIGAUD",2,1,5,5,153,0
"Clément, RIGAUD",2,2,4,4,164,0
"Clément, RIGAUD",2,3,4,4,202,0
"Clément, RIGAUD",2,4,4,4,174,0
"Clément, RIGAUD",2,5,3,3,99,0
"Clément, RIGAUD",2,6,5,4,137,1
"Clément, RIGAUD",2,7,4,3,89,1
"Clément, RIGAUD",2,8,3,3,76,0
"Clément, RIGAUD",2,9,4,5,167,-1
"Clément, RIGAUD",2,10,4,4,198,0
"Clément, RIGAUD",2,11,3,4,178,-1
"Clément, RIGAUD",2,12,5,5,216,0
"Clément, RIGAUD",2,13,4,4,273,0
"Clément, RIGAUD",2,14,3,4,193,-1
"Clément, RIGAUD",2,15,4,4,181,0
"Clément, RIGAUD",2,16,4,4,165,0
"Clément, RIGAUD",2,17,5,4,175,1
"Clément, RIGAUD",2,18,2,3,64,-1
"Nicolas, CAILLE",2,1,5,5,153,0
"Nicolas, CAILLE",2,2,4,4,164,0
"Nicolas, CAILLE",2,3,4,4,202,0
"Nicolas, CAILLE",2,4,4,4,174,0
"Nicolas, CAILLE",2,5,3,3,99,0
"Nicolas, CAILLE",2,6,4,4,137,0
"Nicolas, CAILLE",2,7,3,3,89,0
"Nicolas, CAILLE",2,8,3,3,76,0
"Nicolas, CAILLE",2,9,4,5,167,-1
"Nicolas, CAILLE",2,10,4,4,198,0
"Nicolas, CAILLE",2,11,4,4,178,0
"Nicolas, CAILLE",2,12,5,5,216,0
"Nicolas, CAILLE",2,13,3,4,273,-1
"Nicolas, CAILLE",2,14,4,4,193,0
"Nicolas, CAILLE",2,15,4,4,181,0
"Nicolas, CAILLE",2,16,4,4,165,0
"Nicolas, CAILLE",2,17,4,4,175,0
"Nicolas, CAILLE",2,18,5,3,64,2
"Franck, MORGE",2,1,5,5,153,0
"Franck, MORGE",2,2,3,4,164,-1
"Franck, MORGE",2,3,3,4,202,-1
"Franck, MORGE",2,4,4,4,174,0
"Franck, MORGE",2,5,3,3,99,0
"Franck, MORGE",2,6,4,4,137,0
"Franck, MORGE",2,7,5,3,89,2
"Franck, MORGE",2,8,3,3,76,0
"Franck, MORGE",2,9,5,5,167,0
"Franck, MORGE",2,10,5,4,198,1
"Franck, MORGE",2,11,4,4,178,0
"Franck, MORGE",2,12,5,5,216,0
"Franck, MORGE",2,13,4,4,273,0
"Franck, MORGE",2,14,5,4,193,1
"Franck, MORGE",2,15,4,4,181,0
"Franck, MORGE",2,16,4,4,165,0
"Franck, MORGE",2,17,4,4,175,0
"Franck, MORGE",2,18,3,3,64,0
"Tammaro, Daniel",2,1,5,5,153,0
"Tammaro, Daniel",2,2,4,4,164,0
"Tammaro, Daniel",2,3,4,4,202,0
"Tammaro, Daniel",2,4,4,4,174,0
"Tammaro, Daniel",2,5,3,3,99,0
"Tammaro, Daniel",2,6,3,4,137,-1
"Tammaro, Daniel",2,7,3,3,89,0
"Tammaro, Daniel",2,8,3,3,76,0
"Tammaro, Daniel",2,9,4,5,167,-1
"Tammaro, Daniel",2,10,4,4,198,0
"Tammaro, Daniel",2,11,3,4,178,-1
"Tammaro, Daniel",2,12,5,5,216,0
"Tammaro, Daniel",2,13,4,4,273,0
"Tammaro, Daniel",2,14,6,4,193,2
"Tammaro, Daniel",2,15,3,4,181,-1
"Tammaro, Daniel",2,16,5,4,165,1
"Tammaro, Daniel",2,17,4,4,175,0
"Tammaro, Daniel",2,18,4,3,64,1
"van Rookhuizen, Thijs",2,1,4,5,153,-1
"van Rookhuizen, Thijs",2,2,4,4,164,0
"van Rookhuizen, Thijs",2,3,5,4,202,1
